0,4.724183507896146,33.7518422172972,0.2648736669717542,20.883329336304673
1,2.4558999428906234,29.344603594423273,0.005955937653012722,8.647879038805417
2,2.1017495052846673,20.687307281621273,0.0004060766435845242,2.9575746312714526
3,1.2645588085625197,21.339826831754742,0.00012440184438605728,1.011490523894837
4,1.3416962672945048,14.438284601060186,0.000038109743810105234,0.3459297591720342
5,0.8560279266340449,15.251517049217084,0.000011641656489702612,0.11830797763683572
10,0.46868018732246397,4.758504943782725,3.1559336477471334e-8,0.0005535343300156066
20,0.08401758529212722,0.797312132502744,2.3619994848900205e-13,1.211729333525319e-8
30,0.015077109741512773,0.14345805648398158,2.220446049250313e-16,2.652568952108744e-13
40,0.0026845984291459235,0.026566623018439834,2.220446049250313e-16,5.806677985768399e-18
50,0.00047154104029112354,0.004804936342842066,2.220446049250313e-16,1.2711265885700172e-22
60,0.00008134357951194993,0.0008488821104585612,2.220446049250313e-16,2.782594123748084e-27
70,0.000013724929791347762,0.00015790232256865722,2.220446049250313e-16,6.0913131132186e-32
80,2.253685644548753e-6,0.00003264532665762262,2.220446049250313e-16,1.3334354128977524e-36
90,3.579672656073285e-7,6.501632337680536e-6,2.220446049250313e-16,2.918992945070087e-41
100,5.572875966253221e-8,1.2559477724505989e-6,2.220446049250313e-16,6.389900651320316e-46
150,1.0893730362226961e-11,2.4755156908237143e-10,2.220446049250313e-16,3.2121765606112796e-69
200,1.2878587085651816e-14,4.1725503981712214e-14,2.220446049250313e-16,1.6147478371840553e-92
250,6.661338147750939e-15,6.31436358531641e-18,2.220446049250313e-16,8.117270419264862e-116
300,7.549516567451064e-15,1.5896837411989638e-21,2.220446049250313e-16,4.0805181801251305e-139